"customer_id","orderid","purchasedatetime","transactiontotal","numberofitems","productcode","productcategory","cc_number"
"8uh9t1ryk2vk2ult","f7erzpwkwsrp7ljw","2021-02-04 14:31:11","795.03","14","809716644","PR809","1575 5432 6569 5611"
"6dmrp008vlljfiub","qbimh0m8j2z5keog","2020-09-28 19:59:25","824.96","4","784323189","PR784","1861 3489 8688 5362"
"6dmrp008vlljfiub","tva96kkz4f38bt80","2019-05-01 05:43:07","1237.84","9","831072828","PR831","5535 8438 5022 9771"
"6dmrp008vlljfiub","wnbnb8vr66ahwfmt","2019-07-18 00:28:46","1028.63","3","751733998","PR751","8218 3063 9607 4247"
"6dmrp008vlljfiub","7bux7s920yjb54ql","2018-06-04 06:23:50","723.3","11","764125874","PR764","3368 1609 2269 8790"
"6dmrp008vlljfiub","pumru0b0kxrondf4","2018-05-26 21:56:47","826.8","8","722487383","PR722","6603 9257 3180 7050"
"6dmrp008vlljfiub","blza7xq5tknuagwh","2020-05-13 17:32:06","1768.0","8","779077958","PR779","5495 6891 1505 5500"
"6dmrp008vlljfiub","7zdemqzc59tbtizn","2020-07-30 02:32:37","1208.23","5","755952190","PR755","1110 9303 1009 5706"
"6dmrp008vlljfiub","quca8uglk9iq4m4i","2022-05-31 04:09:12","1671.98","14","888130783","PR888","3586 9515 3726 7731"
"6dmrp008vlljfiub","fp3i6n07l3hp0d49","2021-01-26 07:10:56","820.21","7","805102318","PR805","1147 5654 4264 1728"
"6dmrp008vlljfiub","owxvhhrvitsqj0tb","2021-02-15 16:33:38","883.32","15","877735272","PR877","2103 9581 5317 2231"
"zej5y6feh4nin1ok","9liqcmfo2peunewt","2020-02-02 03:38:10","1005.27","11","843921501","PR843","1048 8578 4688 8500"
"zej5y6feh4nin1ok","b64qh2ru8uvhum9b","2023-01-26 04:07:22","1356.77","1","701331466","PR701","3724 9243 3911 8651"
"zej5y6feh4nin1ok","kowchk39nw9mnag3","2020-06-06 10:28:21","269.24","3","829208488","PR829","3033 8728 5782 2961"
"zej5y6feh4nin1ok","06r33kmazegda37q","2022-04-13 21:11:53","744.51","11","839411063","PR839","8233 1028 6907 4632"
"zej5y6feh4nin1ok","g8hnm16wi9phw4fb","2019-01-18 21:22:22","1432.7","8","701562839","PR701","3526 3357 8744 3056"
"zej5y6feh4nin1ok","utfs18p6eq4icsst","2019-11-06 08:40:47","610.69","13","868586482","PR868","3318 8836 8818 2886"
"zej5y6feh4nin1ok","3odckpzowu29gjaq","2021-02-28 00:55:44","1396.66","2","762457836","PR762","6502 6041 1100 3312"
"zej5y6feh4nin1ok","u0ver08nlz4ez5qx","2021-09-24 05:30:13","1457.78","7","785681912","PR785","9347 7436 9694 4518"
"ufz6m7zea7h5dpbz","5hjowspm00qhwws8","2018-07-28 13:01:51","1239.7","4","734844924","PR734","2773 4642 4402 8726"
"ufz6m7zea7h5dpbz","oks8m6p75yuyzd9t","2022-06-09 03:35:51","878.43","15","854162059","PR854","2968 6613 7727 8752"
"ufz6m7zea7h5dpbz","y61tfxpjxo9z19nt","2018-04-16 14:29:41","280.02","10","743388853","PR743","1995 1418 1345 4520"
"ufz6m7zea7h5dpbz","j26nq2urby7j41mh","2019-08-04 17:41:26","1136.97","4","775295257","PR775","5895 1532 3493 8811"
"ufz6m7zea7h5dpbz","iaknyns0goum7agj","2018-10-31 23:46:12","667.77","8","802258356","PR802","1256 6001 1504 1909"
"ufz6m7zea7h5dpbz","a453myltl6hgnx5z","2020-03-19 22:41:14","1379.02","14","852992614","PR852","8303 5993 2155 9541"
"ufz6m7zea7h5dpbz","a68p7mmvriiatq91","2020-06-26 10:26:24","591.97","1","854296630","PR854","7928 7489 6900 2832"
"ufz6m7zea7h5dpbz","o47q2v79asf6h28r","2022-02-11 00:22:44","906.93","2","842591246","PR842","9659 3560 3829 2869"
"ufz6m7zea7h5dpbz","3rukeg563zufz8e8","2019-02-20 10:46:22","1207.83","13","739079583","PR739","7105 9684 6028 9744"
"85n4t3zj0vuabo6d","4ozhurlhhm7ccmcx","2020-12-08 05:17:58","1145.41","7","741074893","PR741","9821 8477 1039 7103"
"85n4t3zj0vuabo6d","7la3iezzuj2zkcpz","2019-10-10 10:15:01","985.56","15","715177977","PR715","3806 3579 3847 5182"
"85n4t3zj0vuabo6d","d5ayodemdr3n0ztz","2021-04-02 10:02:11","1407.98","4","790237487","PR790","3456 1605 2731 2352"
"85n4t3zj0vuabo6d","oi4l7xfli3wuos2b","2018-10-12 16:43:07","799.2","14","797003369","PR797","2961 2439 7642 8381"
"85n4t3zj0vuabo6d","b6t8py703kkig63y","2021-05-26 04:39:11","604.42","6","779637911","PR779","9539 3565 6440 9059"
"85n4t3zj0vuabo6d","4mrl6xvvfk23v63e","2018-08-01 09:44:36","1034.92","7","843356531","PR843","5954 7515 3763 6764"
"85n4t3zj0vuabo6d","49efy68gkabhz65n","2021-11-21 07:44:04","1199.19","4","797341801","PR797","2696 5803 9146 3163"
"85n4t3zj0vuabo6d","z0rclyb6scmvurnj","2019-12-17 07:14:32","648.38","10","720864633","PR720","2830 2963 9433 2628"
"85n4t3zj0vuabo6d","7yr8p047exi5l1gh","2020-03-07 09:19:17","1362.71","15","888628051","PR888","8949 2622 5406 4890"
"o6hix8k5km1d6yj5","ocql7jf0qibe4yo0","2022-05-02 04:36:47","1488.17","6","740077979","PR740","5228 8627 5250 2072"
"o6hix8k5km1d6yj5","7sfxjlf9iwc40dvd","2021-07-20 23:40:51","1708.64","4","785862902","PR785","1995 2243 8787 6188"
"o6hix8k5km1d6yj5","hw8wo0fu981ujj68","2022-09-27 01:35:31","1485.58","1","705036036","PR705","3344 8788 1799 5478"
"o6hix8k5km1d6yj5","9n3ptxtdfx8t86lk","2019-02-05 13:51:06","776.0","4","855950107","PR855","4182 5050 8215 2107"
"o6hix8k5km1d6yj5","x2m2nyf3s8qymr8f","2022-04-08 10:11:50","1122.93","5","839475327","PR839","4791 5340 7609 7788"
"o6hix8k5km1d6yj5","yksodwc5zll0qovl","2021-02-19 21:30:44","1572.0","12","833858299","PR833","7321 1378 2415 7368"
"o6hix8k5km1d6yj5","l9ettduq3fykwbsc","2018-04-01 10:05:09","1264.55","11","740232929","PR740","5716 4076 7547 6612"
"o6hix8k5km1d6yj5","mcr80aq5spyeepof","2019-07-10 22:44:53","1231.62","13","715101582","PR715","1844 1214 1336 6549"
"o6hix8k5km1d6yj5","w6ieilkallmo6et5","2022-09-03 17:09:16","1209.59","3","888383439","PR888","4717 8672 4070 7861"
"3q9srejooe1ap91j","lmiqx55utejdu8dg","2019-03-07 17:02:54","998.06","15","863425745","PR863","4622 8110 9472 8586"
"3q9srejooe1ap91j","zi22lzcejct7bjiz","2019-05-03 09:37:01","1363.91","6","702612855","PR702","9381 7627 5575 9609"
"3q9srejooe1ap91j","b0o809pvb7j5vdpw","2020-06-21 10:16:58","1394.09","7","822545199","PR822","3834 4411 1053 3506"
"3q9srejooe1ap91j","4w9zn89p58tcp2xm","2021-07-01 14:13:52","1394.63","7","745862091","PR745","9731 2988 7294 2388"
"3q9srejooe1ap91j","lw3gqjhweqidm8j2","2021-12-16 04:50:09","1297.26","1","728895583","PR728","2951 1491 3404 3077"
"3q9srejooe1ap91j","n3ilecjnp7p7u54g","2019-12-16 00:18:23","1529.83","12","732018288","PR732","5318 4115 3747 2416"
"3q9srejooe1ap91j","dncuio3v1ff3oc8i","2019-09-17 03:17:18","878.71","13","834279546","PR834","5621 8990 6534 9439"
"q3li4in2lwshlxes","qqeyd12s7phfhs5x","2021-02-19 22:41:32","1271.05","1","888020077","PR888","3907 5124 6040 7120"
"q3li4in2lwshlxes","wx9pbqch9iqlu55m","2020-02-08 17:48:25","995.3","9","871367426","PR871","1389 1433 3021 4147"
"q3li4in2lwshlxes","g57lgorle34f002q","2021-08-18 12:22:08","1327.67","13","819883755","PR819","7243 4938 3529 9340"
"q3li4in2lwshlxes","e1sdvwvuxb1dq9av","2023-02-13 21:29:30","626.01","5","832581941","PR832","3270 1750 5111 3965"
"q3li4in2lwshlxes","vwz2c85yf142bsfd","2021-12-16 03:50:34","1119.29","14","869981843","PR869","8096 2829 4691 2263"
"q3li4in2lwshlxes","f5tlujfqc46f4tgh","2019-01-23 16:09:11","1043.74","6","755016962","PR755","2885 1301 9523 7413"
"bw5chf6qgjiu5x1r","ri51xoglg9vko33f","2021-01-05 04:31:09","838.82","9","743048520","PR743","6089 8922 6289 5125"
"bw5chf6qgjiu5x1r","zmodc178c1111k9l","2021-03-24 14:43:34","669.71","8","717355886","PR717","8497 3182 8909 2009"
"bw5chf6qgjiu5x1r","4vlykev5ln6o8r2e","2019-06-23 21:28:47","1663.81","5","878318844","PR878","2423 8707 5449 5980"
"bw5chf6qgjiu5x1r","4fsox4en3xp7piqy","2020-07-29 03:47:57","598.84","12","855111748","PR855","8804 7290 3666 7824"
"bw5chf6qgjiu5x1r","44bkoho8k1zoowmt","2018-11-09 14:51:56","490.15","12","848146412","PR848","9177 8233 1015 9339"
"4h4f36jw2wfzjxhd","d7yqqv48cr9dirm6","2019-02-13 12:21:53","1220.84","3","749304369","PR749","4893 4851 9895 1732"
"4h4f36jw2wfzjxhd","jl72l27tz873fho5","2019-02-21 09:31:33","856.7","10","775390934","PR775","4025 1591 1397 7365"
"4h4f36jw2wfzjxhd","kj7it86f5bx6o1mu","2022-03-23 19:50:08","1124.51","6","812615593","PR812","1517 1387 8444 4217"
"4h4f36jw2wfzjxhd","zt0lmcb3b8nrq8h4","2021-08-05 08:52:14","1056.61","12","803161757","PR803","5807 8378 5307 5098"
"4h4f36jw2wfzjxhd","7lj2njrik6nsokqm","2020-05-17 09:37:27","1338.24","6","718939554","PR718","8701 9236 7493 9408"
"4h4f36jw2wfzjxhd","6fxyktyb7zj5gphi","2019-02-07 11:08:02","1576.89","13","888855122","PR888","4342 5698 6084 1147"
"ngt6zik66gy3nr58","dakfc9i7pp0nm59f","2022-09-29 11:24:52","758.76","11","777159766","PR777","4287 8545 7491 4069"
"224fxpd7j53vjakp","cvqdxrwyyoyy93im","2020-12-19 07:46:18","1128.8","2","738352645","PR738","3516 5484 5431 1650"
"224fxpd7j53vjakp","y93ci73mwkaq1apa","2020-08-20 23:37:04","1233.09","15","863258047","PR863","7883 2894 4217 4251"
"224fxpd7j53vjakp","cvtex5voca8zt2es","2020-12-21 01:16:14","499.07","6","855170593","PR855","4405 6833 2570 4661"
"224fxpd7j53vjakp","jwoxtcat8lj6mlne","2022-07-24 10:37:01","1415.58","15","764958690","PR764","2717 3793 9922 7513"
"224fxpd7j53vjakp","ukxzim885elzdsk1","2020-09-19 00:56:47","703.1","4","815232226","PR815","5869 8604 3337 5301"
"224fxpd7j53vjakp","c0rmhlxr1x6t33uo","2019-07-12 00:31:00","1087.73","9","799559768","PR799","6099 3891 1806 4691"
"224fxpd7j53vjakp","c6awckfeu02zxhqz","2022-09-23 23:20:31","874.26","12","892538866","PR892","3568 9571 5454 3040"
"224fxpd7j53vjakp","i90y5q316bvpdqe9","2018-12-06 09:20:06","1137.93","3","835489686","PR835","5937 3106 3858 4949"
"224fxpd7j53vjakp","djycge4kuk8pt12z","2019-05-07 21:00:06","1307.89","5","824218987","PR824","3130 1322 6041 1608"
"224fxpd7j53vjakp","6evechh56x3lt7ci","2020-02-20 17:56:14","1573.72","4","889972944","PR889","5200 5222 6295 6811"
"rc2pzyhkfmu66kn5","0f2ru41gyc6w9djr","2018-06-10 21:03:09","924.41","11","854357699","PR854","4662 4579 5433 7590"
"rc2pzyhkfmu66kn5","7clljbmklsb3yibb","2020-10-23 19:52:49","1077.53","1","829568312","PR829","6768 5763 4143 2583"
"rc2pzyhkfmu66kn5","es9cftzmokm02nwb","2021-05-03 04:12:34","630.19","14","761181794","PR761","7149 4699 8257 8428"
"rc2pzyhkfmu66kn5","vobuecvlx3kk7x8j","2020-03-15 23:35:01","805.66","5","875781255","PR875","1951 5646 2286 6050"
"rc2pzyhkfmu66kn5","5dx13ip49aui0p7g","2021-02-03 02:34:37","1016.12","13","862307945","PR862","4205 5190 8690 5329"
"rc2pzyhkfmu66kn5","brth6jcsqhpg15c7","2021-06-04 07:03:22","818.29","11","760114313","PR760","3375 5681 3397 5332"
"rc2pzyhkfmu66kn5","o8pas8sfdyvkwcdb","2018-12-17 01:15:07","1052.24","1","720992702","PR720","4755 2323 9926 9006"
"rc2pzyhkfmu66kn5","f9q314u69scvkpvh","2021-06-25 12:58:04","1155.25","7","839592709","PR839","8234 4059 1015 8576"
"newimsvv369c6gs9","vx8iyxeohulu8z7l","2022-05-08 21:38:33","604.87","2","737948202","PR737","8098 6883 4905 3136"
"newimsvv369c6gs9","u1hhguh5ahd8r4xc","2022-12-01 17:35:01","816.59","7","751623701","PR751","9531 6836 8849 7098"
"newimsvv369c6gs9","tyi3t9o01ewo7oxi","2019-02-09 18:34:38","1002.22","13","812090775","PR812","8637 4962 5957 4091"
"newimsvv369c6gs9","yxm6j43ilavcqs1u","2020-09-27 06:47:10","1477.06","11","854800303","PR854","9600 7368 5344 1791"
"newimsvv369c6gs9","085z3mn7a9myyrf9","2018-06-29 14:54:56","881.52","13","700591138","PR700","2366 9536 9952 4047"
"newimsvv369c6gs9","5t4584wd70j0q0zk","2021-08-19 00:50:03","1506.96","11","793563072","PR793","6071 1375 1332 5253"
"newimsvv369c6gs9","hji2dnwq1yj51o73","2018-08-14 09:20:41","773.93","10","873691300","PR873","8837 1717 4299 9510"
"m5hv0xv9d1lh018d","4od16vy3vpi990zq","2019-12-05 00:54:04","1026.93","12","855204482","PR855","9874 8686 2981 2776"
"m5hv0xv9d1lh018d","u6zwhg9dwy6ezgjv","2021-07-02 18:59:45","1367.9","8","795878881","PR795","4831 1754 3935 9119"
"m5hv0xv9d1lh018d","iksyz1m9uwr6tbzp","2018-08-15 12:07:53","881.27","10","768311287","PR768","1716 1126 4292 5104"
"m5hv0xv9d1lh018d","1loveh7uttxfph94","2018-04-09 15:50:59","1083.5","12","709474469","PR709","8166 2588 4168 5257"
"r760ijuqnlw5kbmn","zgrg7qaiemdk5rz5","2019-03-05 14:35:46","763.93","2","785204865","PR785","6058 1939 8819 5763"
"g3xukvspbc4ax7sv","e78pej160bmb6anr","2018-11-25 16:57:09","820.24","10","838081018","PR838","6029 1735 8100 1229"
"g3xukvspbc4ax7sv","pwrv2pb3qk04aeyx","2019-06-26 04:59:52","1834.47","7","733728792","PR733","4428 9908 5667 9079"
"g3xukvspbc4ax7sv","7n36wo91drp3zaj4","2020-03-20 18:27:23","1173.9","1","736019720","PR736","8290 5717 7313 5727"
"g3xukvspbc4ax7sv","ugzpv48wccmb497k","2022-03-20 19:53:46","1075.18","7","713697806","PR713","3307 7137 1103 9169"
"g3xukvspbc4ax7sv","b9zibmdfb9jtn7mr","2020-09-27 11:22:27","691.58","5","844073062","PR844","5598 6623 8176 9280"
"g3xukvspbc4ax7sv","5j2zizjz2dusdp0m","2018-11-20 03:57:59","824.1","8","715274954","PR715","7680 7226 1845 9969"
"g3xukvspbc4ax7sv","fg46sdoml4a0l0d6","2021-07-19 15:05:07","886.2","8","812465662","PR812","4714 9448 9567 6080"
"sreu5xzu78vwwsfh","l89ijqyphx3vs9vb","2019-11-18 22:00:57","1635.77","4","841418976","PR841","1155 3680 2205 4241"
"sreu5xzu78vwwsfh","i2cp0dsta97gyyt6","2019-07-10 04:32:26","1184.67","9","899350264","PR899","3580 7130 8956 6164"
"sreu5xzu78vwwsfh","u059udrmayl4ixl0","2022-08-03 00:44:00","1892.97","13","714208251","PR714","8396 9400 8305 7950"
"sreu5xzu78vwwsfh","gp7m5lstyjsvbt67","2022-11-04 03:07:36","520.5","14","730615751","PR730","9099 3876 9047 7936"
"sreu5xzu78vwwsfh","6rw3cox36bp6jixd","2019-05-30 13:04:30","400.64","1","756864989","PR756","1004 5119 4138 7859"
"sreu5xzu78vwwsfh","ianxxr143ifgnb1w","2020-08-17 16:35:13","1045.75","14","862184252","PR862","8342 8436 1265 2656"
"ocvkysynm5my7uxp","eh7gukholq2l7fbz","2022-07-25 08:01:45","1794.44","2","754619052","PR754","3575 2652 3112 2174"
"ocvkysynm5my7uxp","2gys9hg5ceytu27t","2018-09-29 18:23:46","761.03","7","824192349","PR824","4318 3850 1068 6951"
"ocvkysynm5my7uxp","mk7xfuftsnn4mqvr","2022-11-30 19:29:59","1324.08","11","705511384","PR705","7172 7968 6543 4555"
"ocvkysynm5my7uxp","jsovu56ezf5apokt","2021-05-20 15:12:57","502.54","13","793724941","PR793","1205 9236 8009 3302"
"ocvkysynm5my7uxp","iiwbsjm4gh2o0wdg","2020-05-25 17:22:21","414.86","8","794714019","PR794","5598 3565 6903 4307"
"ocvkysynm5my7uxp","0inmprk4x6mew1fg","2019-07-21 01:58:35","1910.82","13","894673711","PR894","2752 8382 2293 9228"
"ocvkysynm5my7uxp","ec0dwhvi0g2y4rad","2020-09-21 23:47:28","1799.62","4","878478367","PR878","5068 3594 4701 8660"
"ocvkysynm5my7uxp","ukngg2582eo7sc6m","2021-01-04 12:50:31","1342.53","12","847064668","PR847","9369 7905 8384 9799"
"ocvkysynm5my7uxp","hqnmkis8y66u16z5","2019-02-07 18:48:37","993.68","7","871287185","PR871","6572 3916 2542 1681"
"ocvkysynm5my7uxp","nl5356jaii1frig3","2022-06-22 23:08:00","905.94","5","755677464","PR755","5902 9003 9969 3659"
"wxnemzplkk88ww54","13i17689rp4eg5q2","2020-01-03 18:36:32","1764.62","14","787794512","PR787","8577 3525 9487 7090"
"wxnemzplkk88ww54","gmzhtbpdtjigfp70","2018-05-11 05:43:32","1135.37","8","863788426","PR863","3799 1721 4232 4133"
"wxnemzplkk88ww54","8p0h09293ni1ox6q","2019-12-24 00:29:32","361.63","15","884726365","PR884","6858 9665 5462 5643"
"wxnemzplkk88ww54","wbho7lokx1wdy175","2019-12-13 12:10:53","1158.45","7","810965357","PR810","1817 9460 9084 4273"
"wxnemzplkk88ww54","rtfndvdrykvbljil","2019-08-14 15:55:42","592.18","4","832786704","PR832","3492 3494 3406 9559"
"wxnemzplkk88ww54","acmghbpzt8i6dno6","2020-08-22 01:35:55","1507.05","8","782070685","PR782","6301 7964 3348 5680"
"wxnemzplkk88ww54","wisrybwjp92j6u8w","2019-05-01 13:51:23","704.66","7","835153244","PR835","4897 3497 3928 7103"
"wxnemzplkk88ww54","6htuvnwtgxbu4r3o","2020-10-07 13:58:14","272.08","10","742833697","PR742","6537 6929 1499 2276"
"wxnemzplkk88ww54","iolh83fky9qy8z3d","2021-09-21 10:29:16","1010.89","5","742905264","PR742","6296 6336 8087 4537"
"65o6ypcd3wt56aq4","68wye37rfs8pphuw","2018-08-28 08:29:49","1087.55","10","754872772","PR754","9859 2421 6709 6498"
"65o6ypcd3wt56aq4","dgm11b4n0nw8x1lk","2021-09-19 19:15:32","1038.18","7","770991494","PR770","2916 7604 2200 1449"
"65o6ypcd3wt56aq4","x22gcbb1gcxpfebt","2018-09-11 21:53:33","786.68","9","706309228","PR706","9740 4531 7870 8044"
"65o6ypcd3wt56aq4","mvb2vo1d0j4s938k","2019-04-21 16:46:41","958.17","12","785242391","PR785","8382 1193 3058 6013"
"65o6ypcd3wt56aq4","oy9z1rngiv16hmfe","2022-11-30 21:35:54","1208.09","2","841844013","PR841","5179 3446 9949 5644"
"65o6ypcd3wt56aq4","97z13yi8dxugu6ko","2020-04-01 07:21:49","623.7","11","848676119","PR848","4379 6852 6785 3299"
"65o6ypcd3wt56aq4","6yzm2zv1tdr2sxkz","2021-11-03 15:00:03","1096.55","12","859966637","PR859","4839 4693 7325 8910"
"x2nfnmxq7ebv5zux","ijck1y7p8hwvf5ih","2021-04-22 11:27:14","817.31","2","801384462","PR801","6079 6994 5452 9854"
"x2nfnmxq7ebv5zux","wsegb0jlobblbro3","2022-06-17 06:02:35","815.63","4","729432875","PR729","1629 1444 7341 5001"
